date,daily_sales,rolling_mean_7d,rolling_std_7d,anomaly
2019-04-07,0.0,3323.337142857143,3366.488876231507,False
2019-04-08,4973.83,3636.2242857142855,3409.472775732621,False
2019-04-09,4178.32,3384.9300000000003,3273.722042431214,False
2019-04-10,1756.96,2401.09,2328.1645123787966,False
2019-04-11,6801.799999999999,3274.0414285714287,2696.6062036470244,False
2019-04-12,2150.1,3581.1985714285715,2363.386997202874,False
2019-04-13,2539.5699999999997,3200.082857142857,2270.732933061586,False
2019-04-14,1802.0,3457.5114285714285,1923.0005814215494,False
2019-04-15,2823.55,3150.328571428571,1808.7630831448373,False
2019-04-16,3040.95,2987.8471428571424,1751.1966926430075,False
2019-04-17,1486.62,2949.2271428571426,1785.5110558391423,False
2019-04-18,0.0,1977.5414285714285,1030.7529296818036,False
2019-04-19,10789.9,3211.7985714285714,3496.161272984169,False
2019-04-20,1208.04,3021.5800000000004,3574.1837601098987,False
2019-04-21,2190.55,3077.087142857143,3555.0528709228984,False
2019-04-22,1226.28,2848.905714285714,3624.6182359243353,False
2019-04-23,3837.7,2962.727142857143,3644.1114611050443,False
2019-04-24,4002.1900000000005,3322.0942857142863,3598.0288023761805,False
2019-04-25,3300.38,3793.577142857143,3293.502594790305,False
2019-04-26,825.63,2370.11,1339.1117594136804,False
2019-04-27,1490.58,2410.472857142857,1301.991041926612,False
2019-04-28,0.0,2097.537142857143,1594.1348773207617,False
2019-04-29,2682.6400000000003,2305.5885714285714,1556.0556228535947,False
2019-04-30,1888.56,2027.14,1403.072031876246,False
2019-05-01,4952.35,2162.877142857143,1650.1881608745348,False
2019-05-02,5157.75,2428.2157142857145,1979.9513704369713,False
2019-05-03,2335.44,2643.902857142857,1854.540568988398,False
2019-05-04,0.0,2430.962857142857,2080.808694239769,False
2019-05-05,4110.1,3018.12,1847.3059433943258,False
2019-05-06,5530.7300000000005,3424.9900000000002,2062.243733348057,False
2019-05-07,5485.97,3938.905714285715,2063.7890388058645,False
2019-05-08,937.73,3365.3885714285716,2281.552254346651,False
2019-05-09,678.49,2725.494285714286,2322.839343711751,False
2019-05-10,757.47,2500.07,2440.5860014690466,False
2019-05-11,0.0,2500.07,2440.5860014690466,False
2019-05-12,4785.13,2596.502857142857,2526.6238248745717,False
2019-05-13,2085.05,2104.2628571428572,2170.205876967393,False
2019-05-14,1774.84,1574.1014285714284,1579.2318558340182,False
2019-05-15,5554.33,2233.6157142857146,2135.2742509715013,False
2019-05-16,3970.95,2703.967142857143,2097.922699948009,False
2019-05-17,1530.6,2814.4142857142856,1996.255964506699,False
2019-05-18,3927.29,3375.4557142857143,1582.4253245557074,False
2019-05-19,6740.51,3654.7957142857144,1992.2605398379087,False
2019-05-20,4237.55,3962.2957142857144,1872.085270118654,False
2019-05-21,1600.76,3937.4271428571424,1906.8201653775516,False
2019-05-22,1395.74,3343.342857142857,1966.0037543005376,False
2019-05-23,5305.88,3534.047142857143,2097.3836483717378,False
2019-05-24,3936.41,3877.7342857142858,1902.4264532508396,False
2019-05-25,7591.79,4401.234285714286,2366.035600963892,False
2019-05-26,1476.29,3649.202857142857,2334.986656291025,False
2019-05-27,0.0,3043.8385714285714,2680.7413095847733,False
2019-05-28,168.52,2839.2328571428575,2858.0348857546296,False
2019-05-29,6396.67,3553.6514285714284,3055.2989646264764,False
2019-05-30,3153.42,3246.1571428571433,2956.267964262342,False
2019-05-31,7484.34,3753.004285714286,3369.5847518492897,False
2019-06-01,4932.61,3373.121428571429,2993.593865358874,False
2019-06-02,6589.64,4103.6,3076.319636432469,False
2019-06-03,3717.53,4634.675714285714,2520.505313681214,False
2019-06-04,3496.61,5110.117142857142,1726.4615576154038,False
2019-06-05,1893.34,4466.784285714286,1986.5931405537563,False
2019-06-06,1698.51,4258.9400000000005,2210.4047849809467,False
2019-06-07,510.08,3262.617142857143,2082.365136519164,False
2019-06-08,2838.88,2963.5128571428572,1948.5849899325608,False
2019-06-09,7460.450000000001,3087.914285714286,2226.6273592053763,False
2019-06-10,4826.969999999999,3246.405714285715,2316.5807590704107,False
2019-06-11,1661.44,2984.2385714285715,2386.338594831202,False
2019-06-12,0.0,2713.761428571429,2625.870849181459,False
2019-06-13,5598.05,3270.8385714285714,2783.499799349904,False
2019-06-14,3376.08,3680.2671428571434,2506.760604869123,False
2019-06-15,12779.130000000001,5100.302857142858,4196.604884521591,False
2019-06-16,0.0,4034.5242857142853,4437.727689861323,False
2019-06-17,8500.869999999999,4559.367142857142,4753.115047922834,False
2019-06-18,3854.16,4872.612857142857,4600.092230943906,False
2019-06-19,2706.18,5259.21,4220.386337212902,False
2019-06-20,212.37,4489.827142857143,4620.283118777154,False
2019-06-21,3296.5,4478.458571428571,4623.577057623345,False
2019-06-22,8948.96,3931.2914285714287,3588.251257666834,False
2019-06-23,343.57,3980.3728571428574,3527.3482101795876,False
2019-06-24,8694.31,4008.0071428571423,3569.1753428288084,False
2019-06-25,3553.8,3965.098571428571,3573.1364124973293,False
2019-06-26,0.0,3578.5014285714283,3866.4098806146103,False
2019-06-27,5339.700000000001,4310.977142857142,3598.8444233055066,False
2019-06-28,678.96,3937.0428571428565,3849.1056060974056,False
2019-06-29,12913.2,4503.362857142857,4866.565164654,False
2019-06-30,7233.45,5487.631428571428,4572.904727108831,False
2019-07-01,7343.41,5294.645714285715,4441.64324140611,False
2019-07-02,4963.87,5496.084285714285,4381.095646627136,False
2019-07-03,383.53,5550.874285714285,4302.600950382057,False
2019-07-04,2180.14,5099.5085714285715,4490.088856193638,False
2019-07-05,2025.1000000000001,5291.814285714287,4293.740707832186,False
2019-07-06,7316.610000000001,4492.301428571429,2948.360770950691,False
2019-07-07,3131.3199999999997,3906.2828571428577,2710.82515143584,False
2019-07-08,3010.7799999999997,3287.3357142857144,2250.8461898203022,False
2019-07-09,3578.2599999999998,3089.3914285714286,2136.8765199267564,False
2019-07-10,3995.04,3605.3214285714284,1781.0425073762142,False
2019-07-11,8506.16,4509.038571428571,2425.6551815020243,False
2019-07-12,2817.08,4622.178571428572,2306.00616943688,False
2019-07-13,1977.04,3859.382857142857,2143.5866729830345,False
2019-07-14,5176.19,4151.507142857144,2167.0383894054903,False
2019-07-15,5583.98,4519.107142857143,2159.5193924784458,False
2019-07-16,3358.3199999999997,4487.687142857142,2177.018870265133,False
2019-07-17,0.0,3916.9671428571423,2770.4708512255593,False
2019-07-18,5401.58,3473.4557142857143,2074.4284341142993,False
2019-07-19,1643.12,3305.747142857143,2181.0523669298896,False
2019-07-20,217.53,3054.3885714285716,2445.107056064066,False
2019-07-21,4661.45,2980.8542857142857,2377.465218405638,False
2019-07-22,8457.04,3391.2914285714287,3053.609370992676,False
2019-07-23,64.06,2920.6828571428573,3303.1867445277458,False
2019-07-24,3136.7200000000003,3368.785714285714,3043.4894040769336,False
2019-07-25,2990.33,3024.3214285714284,2908.5320789900675,False
2019-07-26,4440.24,3423.9100000000003,2879.1423478992256,False
2019-07-27,962.11,3530.2785714285715,2751.8827064843476,False
2019-07-28,339.31,2912.8300000000004,2934.5977304109897,False
2019-07-29,2153.9,2012.3814285714286,1624.4609284459918,False
2019-07-30,772.51,2113.5885714285714,1500.159125908853,False
2019-07-31,419.87,1725.467142857143,1542.1998029947795,False
2019-08-01,0.0,1298.277142857143,1547.5895846521464,False
2019-08-02,3755.06,1200.3942857142858,1320.7942793745606,False
2019-08-03,9301.41,2391.7228571428573,3319.182003073017,False
2019-08-04,8392.67,3542.202857142857,3843.5130085106352,False
2019-08-05,0.0,3234.502857142858,4053.65297617558,False
2019-08-06,5972.72,3977.39,4003.4541305227913,False
2019-08-07,279.61,3957.3528571428574,4024.522493819253,False
2019-08-08,2441.24,4306.101428571429,3718.585425863929,False
2019-08-09,1007.78,3913.632857142857,3925.6490323245243,False
2019-08-10,3577.79,3095.9728571428573,3132.3312592046323,False
2019-08-11,5781.92,2723.0085714285715,2485.1086370111916,False
2019-08-12,800.36,2837.3457142857146,2353.893250198185,False
2019-08-13,3383.45,2467.45,1947.4247398038274,False
2019-08-14,5261.01,3179.078571428571,1924.7166780890866,False
2019-08-15,7813.76,3946.5814285714287,2550.8053461043014,False
2019-08-16,406.07,3860.622857142858,2673.5305212877493,False
2019-08-17,4875.41,4045.9971428571434,2695.5471253267197,False
2019-08-18,294.3,3262.0514285714285,2896.9999693443137,False
2019-08-19,2974.89,3572.6985714285715,2698.8478529206286,False
2019-08-20,3718.9,3620.6200000000003,2697.905452754044,False
2019-08-21,261.99,2906.4742857142855,2848.7321860835877,False
2019-08-22,6378.15,2701.387142857143,2461.987829598368,False
2019-08-23,2039.71,2934.7642857142855,2278.7564612441392,False
2019-08-24,0.0,2238.2771428571427,2331.2178970494847,False
2019-08-25,2687.8,2580.2057142857147,2168.412588837415,False
2019-08-26,1910.93,2428.2114285714283,2173.419632310865,False
2019-08-27,2693.23,2281.6871428571426,2105.4132484044917,False
2019-08-28,3668.45,2768.324285714286,1948.6240611763076,False
2019-08-29,4752.34,2536.065714285714,1489.4452406724843,False
2019-08-30,2574.9,2612.5214285714287,1473.369354161054,False
2019-08-31,4999.9,3326.7928571428574,1178.128886238887,False
2019-09-01,3468.32,3438.2957142857144,1144.014414694402,False
2019-09-02,0.0,3165.3057142857147,1674.3148100626845,False
2019-09-03,4370.47,3404.911428571429,1715.015533772495,False
2019-09-04,0.0,2880.847142857143,2131.0848299767777,False
2019-09-05,2466.16,2554.25,1965.19529866627,False
2019-09-06,0.0,2186.407142857143,2188.9328997840835,False
2019-09-07,4060.92,2052.267142857143,2009.173339781934,False
2019-09-08,2381.7,1897.0357142857142,1921.60123308538,False
2019-09-09,2209.39,2212.6628571428573,1729.9703773640622,False
2019-09-10,2900.7799999999997,2002.7071428571428,1498.0870447642524,False
2019-09-11,780.21,2114.1657142857143,1345.504306593598,False
2019-09-12,2769.5299999999997,2157.5042857142857,1363.4970835912773,False
2019-09-13,0.0,2157.5042857142857,1363.4970835912773,False
2019-09-14,2683.2,1960.6871428571428,1120.7848046750507,False
2019-09-15,2752.65,2013.68,1152.3343779187308,False
2019-09-16,5714.43,2514.4,1819.773412671665,False
2019-09-17,98.2,2114.031428571429,2018.0898404797624,False
2019-09-18,1506.8999999999999,2217.844285714286,1955.7696195518322,False
2019-09-19,1902.61,2093.9985714285713,1942.415164577585,False
2019-09-20,3842.43,2642.9171428571426,1788.8945043584372,False
2019-09-21,3350.36,2738.225714285714,1809.0572087587263,False
2019-09-22,184.6,2371.361428571429,2049.9918010846523,False
2019-09-23,2103.08,1855.4542857142858,1428.725801683183,False
2019-09-24,6785.950000000001,2810.847142857143,2124.459197142609,False
2019-09-25,1854.01,2860.434285714286,2092.7656444432364,False
2019-09-26,915.5799999999999,2719.4300000000003,2198.6307718517323,False
2019-09-27,4434.19,2803.967142857143,2259.5394362400093,False
2019-09-28,139.72,2345.304285714286,2448.1345670997307,False
2019-09-29,851.11,2440.52,2361.520995714417,False
2019-09-30,101.86,2154.631428571429,2524.679101532371,False
2019-10-01,0.0,1185.2100000000003,1573.6850031057745,False
2019-10-02,7607.879999999999,2007.1914285714283,2913.5525034021553,False
2019-10-03,9096.23,3175.855714285714,3882.3349505113424,False
2019-10-04,3873.8199999999997,3095.802857142857,3857.7635524083744,False
2019-10-05,5654.160000000001,3883.5799999999995,3713.862620466729,False
2019-10-06,2447.04,4111.57,3541.6702785597263,False
2019-10-07,1923.68,4371.83,3253.088575159509,False
2019-10-08,1327.5,4561.472857142857,2983.2534916916575,False
2019-10-09,4996.950000000001,4188.482857142857,2687.4399669370237,False
2019-10-10,1974.59,3171.1057142857144,1678.4887679284336,False
2019-10-11,5232.58,3365.214285714286,1843.7312333585687,False
2019-10-12,3608.9,3073.034285714286,1560.9076068520449,False
2019-10-13,3489.21,3221.9157142857143,1540.8206127348428,False
2019-10-14,3150.99,3397.2457142857143,1434.6427655559096,False
2019-10-15,2855.9100000000003,3615.59,1156.4800497342505,False
2019-10-16,1581.37,3127.65,1196.3816340811456,False
2019-10-17,4715.6,3519.2228571428573,1204.6235101988555,False
2019-10-18,3079.58,3211.651428571429,940.0530716477081,False
2019-10-19,0.0,2696.094285714286,1505.4624407675915,False
2019-10-20,1919.84,2471.8985714285714,1484.373892425455,False
2019-10-21,681.41,2119.1014285714286,1586.0652836020442,False
2019-10-22,0.0,1711.1142857142856,1726.0816867292008,False
2019-10-23,2420.0499999999997,1830.9257142857145,1744.583080756523,False
2019-10-24,13201.3,3043.1685714285713,4635.708453654193,False
2019-10-25,2842.95,3009.3642857142854,4636.261420939855,False
2019-10-26,10317.87,4483.345714285714,5133.536035862146,False
2019-10-27,269.15,4247.532857142857,5305.936666209257,False
2019-10-28,123.86,4167.882857142858,5372.163130092366,False
2019-10-29,188.74,4194.845714285714,5348.17821902891,False
2019-10-30,0.0,3849.1242857142856,5556.201177827818,False
2019-10-31,3352.16,2442.104285714286,3745.087340293759,False
2019-11-01,0.0,2035.9685714285715,3847.1341637918354,False
2019-11-02,0.0,561.9871428571431,1234.8802664052785,False
2019-11-03,1638.35,757.587142857143,1288.0581975816037,False
2019-11-04,3342.3,1217.364285714286,1568.1161116007727,False
2019-11-05,10284.21,2659.5742857142864,3682.023092756921,False
2019-11-06,373.17,2712.884285714286,3639.5553715935193,False
2019-11-07,0.0,2234.004285714286,3759.963766345173,False
2019-11-08,0.0,2234.004285714286,3759.963766345173,False
2019-11-09,0.0,2234.004285714286,3759.963766345173,False
2019-11-10,5247.53,2749.601428571429,3909.1690389792925,False
2019-11-11,0.0,2272.1300000000006,4027.0497703157334,False
2019-11-12,1809.83,1061.5042857142862,1960.602464319388,False
2019-11-13,7348.18,2057.9342857142865,3032.1101115661872,False
2019-11-14,6628.99,3004.9328571428573,3305.1465708987566,False
2019-11-15,2878.5800000000004,3416.158571428572,3037.1741411682256,False
2019-11-16,3079.61,3856.102857142858,2659.4118809974634,False
2019-11-17,7041.68,4112.410000000001,2892.139003563508,False
2019-11-18,8346.89,5304.822857142858,2622.11028260136,False
2019-11-19,122.1,5063.718571428572,3041.148253842222,False
2019-11-20,1366.79,4209.234285714286,3131.2672965050256,False
2019-11-21,10107.32,4706.138571428572,3786.661009057223,False
2019-11-22,999.85,4437.748571428571,3998.440985415141,False
2019-11-23,459.46,4063.4414285714292,4260.803535349595,False
2019-11-24,0.0,3057.487142857143,4271.703869291949,False
2019-11-25,2570.71,2232.318571428572,3581.842423583282,False
2019-11-26,5526.65,3004.397142857143,3633.2820512392295,False
2019-11-27,2607.1,3181.5842857142857,3569.7981190204446,False
2019-11-28,5743.25,2558.145714285715,2321.505910128577,False
2019-11-29,133.57,2434.3914285714295,2438.5588005720974,False
2019-11-30,2579.5,2737.254285714286,2278.8167661226976,False
2019-12-01,5045.56,3458.048571428572,2055.7617627490185,False
2019-12-02,9293.41,4418.4342857142865,2948.5766840791553,False
2019-12-03,1396.13,3828.360000000001,3099.287398171822,False
2019-12-04,402.37,3513.3985714285723,3346.26709535879,False
2019-12-05,488.83,2762.767142857144,3352.030869481537,False
2019-12-06,2458.8599999999997,3094.951428571429,3157.6342103301995,False
2019-12-07,0.0,2726.451428571429,3371.1128542734405,False
2019-12-08,6196.84,2890.9200000000005,3527.567484617883,False
2019-12-09,181.21,1589.1771428571433,2204.2119896667136,False
2019-12-10,1163.19,1555.9000000000008,2209.3645104871257,False
2019-12-11,930.15,1631.2971428571434,2172.1298203507904,False
2019-12-12,2810.29,1962.9342857142863,2145.6855299946874,False
2019-12-13,2834.5499999999997,2016.604285714286,2164.771224200974,False
2019-12-14,1843.62,2279.9785714285717,1983.0563673315733,False
2019-12-15,4979.36,2106.0528571428576,1598.3418962445073,False
2019-12-16,2451.44,2430.371428571429,1354.3864174775335,False
2019-12-17,2482.62,2618.861428571429,1235.2096439259315,False
2019-12-18,834.95,2605.2614285714294,1257.2295045512944,False
2019-12-19,0.0,2203.791428571429,1586.4456830961142,False
2019-12-20,1808.31,2057.1857142857148,1565.7243248824434,False
2019-12-21,124.18,1811.5514285714291,1730.9680976304269,False
2019-12-22,13167.44,2981.277142857143,4606.533217524558,False
2019-12-23,3653.1499999999996,3152.9500000000007,4605.888883700953,False
2019-12-24,2860.76,3206.9700000000003,4598.928861129876,False
2019-12-25,153.85,3109.670000000001,4664.219688979784,False
2019-12-26,1167.15,3276.405714285715,4554.089786389289,False
2019-12-27,4603.34,3675.6957142857145,4526.363970093646,False
2019-12-28,63.21,3666.985714285715,4534.388655173033,False
2019-12-29,649.14,1878.6571428571435,1817.783009673367,False
2019-12-30,2209.49,1672.4200000000005,1657.7544845965654,False
2019-12-31,2732.28,1654.0657142857146,1643.0506531333504,False
2020-01-01,2269.4,1956.2871428571434,1510.3154881868768,False
2020-01-02,2040.67,2081.075714285715,1469.789949084083,False
2020-01-03,7073.68,2433.9814285714288,2260.316286536238,False
2020-01-04,1408.9099999999999,2626.224285714287,2074.676334008573,False
2020-01-05,522.12,2608.0785714285726,2095.3034405977974,False
2020-01-06,4835.83,2983.2700000000004,2242.037851702481,False
2020-01-07,2383.36,2933.4242857142863,2252.402651694833,False
2020-01-08,2400.86,2952.2042857142865,2246.4836923427497,False
2020-01-09,7736.490000000001,3765.8928571428582,2819.6928107728,False
2020-01-10,4758.41,3435.140000000001,2482.668510950802,False
2020-01-11,614.92,3321.712857142858,2605.757421235487,False
2020-01-12,5923.66,4093.361428571429,2432.562043535091,False
2020-01-13,5848.08,4237.968571428572,2512.8187253522588,False
2020-01-14,3719.83,4428.892857142858,2396.500146906694,False
2020-01-15,1287.76,4269.878571428572,2583.153024241424,False
2020-01-16,2429.4,3511.7228571428573,2136.2913052508734,False
2020-01-17,4825.93,3521.3685714285716,2143.0003713207693,False
2020-01-18,3053.7799999999997,3869.777142857143,1754.8114615794132,False
2020-01-19,5875.04,3862.831428571429,1745.3980553102929,False
2020-01-20,2331.8799999999997,3360.5171428571434,1576.6445976473203,False
2020-01-21,9198.19,4143.14,2725.701072684481,False
2020-01-22,4374.94,4584.165714285715,2419.2177990957944,False
2020-01-23,3854.64,4787.771428571429,2262.5462806642454,False
2020-01-24,1934.59,4374.722857142858,2505.314962373089,False
2020-01-25,0.0,3938.4685714285724,2992.2317144144467,False
2020-01-26,3118.31,3544.6500000000005,2873.946285464176,False
2020-01-27,0.0,3211.5242857142866,3158.9641463980843,False
2020-01-28,278.07,1937.221428571429,1882.9223801972387,False
2020-01-29,3722.27,1843.9828571428577,1753.8268961304286,False
2020-01-30,9167.84,2603.011428571429,3266.4640256880675,False
2020-01-31,1136.99,2489.068571428572,3307.3220331734096,False
2020-02-01,0.0,2489.068571428572,3307.3220331734096,False
2020-02-02,4568.47,2696.234285714286,3397.494573951308,False
2020-02-03,4701.68,3367.9028571428576,3236.561415575252,False
2020-02-04,1223.01,3502.8942857142865,3103.1682268226946,False
2020-02-05,2964.8,3394.6842857142865,3107.4472961841057,False
2020-02-06,6738.19,3047.591428571429,2413.2882681480382,False
2020-02-07,5387.58,3654.818571428572,2387.04268449078,False
2020-02-08,5572.61,4450.905714285715,1829.015156934253,False
2020-02-09,4612.3,4457.1671428571435,1829.559645631648,False
2020-02-10,2613.63,4158.874285714286,1949.3470377270519,False
2020-02-11,1755.3799999999999,4234.927142857143,1821.9367286280285,False
2020-02-12,1309.62,3998.4728571428573,2100.378742637576,False
2020-02-13,0.0,3035.874285714286,2178.114944685405,False
2020-02-14,2375.77,2605.6157142857146,1918.0923295022171,False
2020-02-15,6745.2,2773.128571428572,2243.923207720715,False
2020-02-16,7934.59,3247.741428571429,2940.875129353101,False
2020-02-17,741.78,2980.334285714286,3089.48966864463,False
2020-02-18,6091.45,3599.7728571428574,3234.2510069345485,False
2020-02-19,3195.85,3869.234285714286,3086.863693950312,False
2020-02-20,4268.71,4479.05,2574.1615217710523,False
2020-02-21,7494.71,5210.327142857143,2604.000124825355,False
2020-02-22,14388.41,6302.214285714285,4363.117146726854,False
2020-02-23,1374.11,5365.002857142857,4649.260729079101,False
2020-02-24,1768.42,5511.665714285715,4492.668113485411,False
2020-02-25,3734.16,5174.910000000001,4530.1572183203525,False
2020-02-26,1791.66,4974.31142857143,4661.5800273277455,False
2020-02-27,232.38,4397.692857142857,5000.709742392288,False
2020-02-28,2877.7,3738.1200000000003,4825.560350733029,False
2020-02-29,928.8199999999999,1815.3214285714291,1176.1239428227664,False
2020-03-01,1098.26,1775.9142857142858,1197.7927116555918,False
2020-03-02,5140.299999999999,2257.611428571429,1746.5706583991857,False
2020-03-03,2624.9,2099.145714285715,1637.1713370613513,False
2020-03-04,2354.8,2179.594285714286,1633.3752254239027,False
2020-03-05,2286.23,2473.0014285714287,1391.9172151440246,False
2020-03-06,0.0,2061.901428571429,1652.9536122189377,False
2020-03-07,3375.16,2411.378571428572,1631.939975554952,False
2020-03-08,4186.96,2852.6214285714295,1635.2833962795646,False
2020-03-09,648.8199999999999,2210.981428571429,1459.8096325711901,False
2020-03-10,904.48,1965.2071428571433,1522.0078505351055,False
2020-03-11,8929.58,2904.461428571429,3057.0782289872186,False
2020-03-12,4969.0599999999995,3287.7228571428577,3133.8606566646326,False
2020-03-13,6308.360000000001,4188.9171428571435,2931.3411285491507,False
2020-03-14,1450.57,3913.975714285715,3105.47258171687,False
2020-03-15,7183.57,4342.062857142858,3346.5573329055346,False
2020-03-16,5670.6,5059.46,2935.956215857676,False
2020-03-17,0.0,4930.248571428572,3160.602288248388,False
2020-03-18,4628.51,4315.81,2626.470760367735,False
2020-03-19,2368.64,3944.32142857143,2701.505785849987,False
2020-03-20,0.0,3043.127142857144,2830.5693257229755,False
2020-03-21,591.9,2920.46,2928.016447568788,False
2020-03-22,2003.23,2180.411428571429,2246.2258230079265,False
2020-03-23,0.0,1370.3257142857149,1744.1468004906956,False
2020-03-24,3369.51,1851.6842857142863,1767.7335345469708,False
2020-03-25,117.04,1207.188571428572,1362.5893099344516,False
2020-03-26,862.07,991.9642857142863,1263.974203360944,False
